"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL5091821";"";"None";"2778.93";"None";"None";"3";"CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(N)=O)[C@@H](C)O";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"2.96";"None";"None";"None";"0";"CHEMBL5040285";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5078837";"";"None";"2788.01";"None";"None";"4";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@@H](C)CC";"Inhibition";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040286";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 0.39 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 0.39 microM";"INHIBITOR";""
"CHEMBL4202767";"";"None";"391.85";"0";"4.78";"56";"CCOc1c(Cl)cc(C(=O)Nc2ccc(C(=O)O)c(C)c2)cc1OC(C)C";"Activity";"'<='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4187165";"Binding affinity to recombinant human ACE-2 at 10 uM after 20 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4184197";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";""
"CHEMBL398940";"";"None";"129.21";"0";"-1.15";"3; NAAE";"NCCNCCN1CC1";"Ki";"'='";"459000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL5227012";"Binding affinity to human recombinant ACE2 assessed as inhibition constant using fluorogenic peptide substrate VI incubated for 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5226291";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL5220314";"";"None";"428.32";"0";"3.32";"MLN-4760-R";"CC(C)C[C@@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"Imax";"'='";"93.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5216074";"Inhibition of recombinant human ACE2 assessed as maximum inhibition using 7- Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5220314";"";"None";"428.32";"0";"3.32";"MLN-4760-R";"CC(C)C[C@@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"IC50";"'='";"1.259";"nM";"8.90";"";"";"UO_0000065";"20.78";"0.43";"5.58";"8.52";"0";"CHEMBL5216076";"Inhibition of recombinant human ACE2 using 7-Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5220314";"";"None";"428.32";"0";"3.32";"MLN-4760-R";"CC(C)C[C@@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"Imax";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5216078";"Inhibition of ACE2 in human MNCs assessed as maximum inhibition using 7- Mca-YVADAPK (Dnp) as substrate by fluorescence plate reader assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Mononuclear cell line";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5214916";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"";"";""
"CHEMBL411052";"";"None";"438.46";"0";"2.31";"33";"CC(=O)N[C@H](C(=O)N1CCC[C@@H]1P(=O)(O)C[C@@H](Cc1ccccc1)C(=O)O)C(C)C";"Ki";"'='";"6.6";"nM";"8.18";"";"";"UO_0000065";"18.66";"0.37";"5.87";"6.60";"0";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL410509";"";"None";"502.50";"1";"2.60";"31";"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@@H]1P(=O)(O)C[C@@H](Cc1ccccc1)C(=O)O";"Ki";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"16.49";"0.32";"5.68";"5.74";"0";"CHEMBL929264";"Inhibition of ACE2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145556";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL5087608";"";"None";"292.30";"0";"-1.19";"NSC523374, NlnA#2";"NC(Cc1c[nH]cn1)C(=O)NC(Cc1c[nH]cn1)C(=O)O";"Inhibition";"'='";"10.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5051266";"Inhibition of recombinant N-terminal Met and His-tagged human ACE2 at 300 uM using Mca-Ala-Pro-Lys-(Dnp)-OH as substrate and measured by fluorescence based assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050845";"38";"Patent Bioactivity Data";"";"2020";"None";"Dose = 300.0 microM";"";""
"CHEMBL4468952";"";"None";"253.13";"None";"None";"MS20";"C[C@H](CS)C(=O)N[C@H](B(O)O)c1ccccc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4464588";"";"None";"297.19";"None";"None";"MS16";"COc1ccc(C[C@H](NC(=O)[C@H](C)CS)B(O)O)cc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4543432";"";"None";"297.19";"None";"None";"MS17";"COc1ccc(C[C@@H](NC(=O)[C@H](C)CS)B(O)O)cc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4469059";"";"None";"233.14";"None";"None";"MS30";"CC(C)C[C@H](NC(=O)[C@H](C)CS)B(O)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4878106";"";"None";"729.87";"3";"0.50";"3";"CCCCCCCCCCCCC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4840871";"Inhibition of ACE2 (unknown origin) upto 100 ug/ml incubated for 15 mins followed by substrate addition by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840317";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"Dose: <=100 | TIME = 0.25 hr";"";""
"CHEMBL4859711";"";"None";"729.87";"3";"0.35";"4";"CC(C)CCCCCCCCCC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4840871";"Inhibition of ACE2 (unknown origin) upto 100 ug/ml incubated for 15 mins followed by substrate addition by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840317";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"Dose: <=100 | TIME = 0.25 hr";"";""
"CHEMBL4472399";"";"None";"267.16";"None";"None";"MS25";"Cc1ccc([C@@H](NC(=O)[C@H](C)CS)B(O)O)cc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4560468";"";"None";"285.15";"None";"None";"MS14";"C[C@H](CS)C(=O)N[C@@H](Cc1ccc(F)cc1)B(O)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4458011";"";"None";"267.16";"None";"None";"MS24";"Cc1ccc([C@H](NC(=O)[C@H](C)CS)B(O)O)cc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4445648";"";"None";"219.12";"None";"None";"MS28";"CC(C)[C@H](NC(=O)[C@H](C)CS)B(O)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4517893";"";"None";"253.13";"None";"None";"MS21";"C[C@H](CS)C(=O)N[C@@H](B(O)O)c1ccccc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4860365";"";"None";"715.85";"3";"-0.04";"2";"CC(C)CCCCCCCCC(=O)N[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC1=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4840871";"Inhibition of ACE2 (unknown origin) upto 100 ug/ml incubated for 15 mins followed by substrate addition by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840317";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"Dose: <=100 | TIME = 0.25 hr";"";""
"CHEMBL3417525";"BI 665915";"None";"458.53";"0";"2.78";"EUB0000749";"CN(C)C(=O)Cn1cc(-c2nc([C@@](C)(c3ccc(-c4cnc(N)nc4)cc3)C3CC3)no2)cn1";"% Ctrl";"";"132.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4881685";"ACE-2(HU) Cerep selectivity data (BI)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay technology: FI - fluorescence intensity | Method: ACE-2 metalloprotease (human) | Target type: Hydrolase under EC 3";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507276";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 20.0 µM";"";""
"CHEMBL5279656";"";"None";"428.32";"0";"3.32";"9; MLN-4760";"CC(C)CC(NC(Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"IC50";"'='";"0.44";"nM";"9.36";"";"";"UO_0000065";"21.84";"0.46";"6.04";"8.96";"0";"CHEMBL5230436";"Inhibition of human recombinant ACE2 at 50 uM using (7Mca-Y-V-A- D -A-P- K(Knp) as a flurogenic substrate measured after 10 mins by fluorescence based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"DOSE = 50.0 microM | TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL5273921";"";"None";"1315.51";"None";"None";"SP-10";"CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(=O)O)[C@@H](C)O)C(C)C";"IC50";"'='";"1.88";"nM";"8.73";"";"";"UO_0000065";"6.63";"None";"None";"None";"0";"CHEMBL5230443";"Inhibition of SARS-CoV S binding to human recombinant ACE2 expressed in Escherichia coli BL21(DE3) incubated for 2 hrs by ELISA method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5230087";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 2.0 hr";"INHIBITOR";""
"CHEMBL4546207";"";"None";"233.14";"None";"None";"MS31";"CC(C)C[C@@H](NC(=O)[C@H](C)CS)B(O)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4374960";"Inhibition of human C-terminal His/FLAG-tagged ACE-2 expressed in HEK293 cells at 100 uM preincubated for 10 mins followed by Mca-Ala-Pro-Lys(Dnp)-OH substrate addition by fluorescence assay relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373692";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL5078837";"";"None";"2788.01";"None";"None";"4";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@@H](C)CC";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"2.69";"None";"None";"None";"0";"CHEMBL5040285";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL5081268";"";"None";"2897.20";"None";"None";"1";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)CC)C(C)C)[C@@H](C)O";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5040287";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 0.09 uM by NanoLuc luciferase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 0.09 microM";"INHIBITOR";""
"CHEMBL5088125";"";"None";"1752.94";"None";"None";"5";"CC[C@H](C)[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(N)=O)C(C)C";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5040295";"Inhibition of SARS-COV2 S-RBD binding to human ACE2 expressed in HEK293T cells using FMZ as substrate at 25 uM by NanoLuc luciferase assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5038603";"1";"Scientific Literature";"J Med Chem";"2022";"None";"Dose = 25.0 microM";"INHIBITOR";""
"CHEMBL5082840";"";"None";"318.33";"0";"-0.20";"NSC374121, NlnA#1";"NC(Cc1c[nH]cn1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O";"Inhibition";"'='";"13.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5051266";"Inhibition of recombinant N-terminal Met and His-tagged human ACE2 at 300 uM using Mca-Ala-Pro-Lys-(Dnp)-OH as substrate and measured by fluorescence based assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3736";"Angiotensin-converting enzyme 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5050845";"38";"Patent Bioactivity Data";"";"2020";"None";"Dose = 300.0 microM";"";""
